Date,Nom_Client,Prenom_Client,Email_Client,Produit,Region,Type_Client,Quantité,Prix_Unitaire,Coût_Unitaire,Bonus_%,Heure_d'achat
2026-10-08,Sow,Fatou,fatou.sow547@example.sn,Smartphone,Thies,Standard,15,309,305,0%,77784
2026-12-25,Ndiaye,Omar,omar.ndiaye791@example.sn,Imprimante,Louga,Standard,18,1431,444,10%,84870
2026-07-20,Dramé,Penda,penda.dramé91@example.sn,Tablette,Ziguinchor,Standard,4,1107,381,0%,29832
2026-09-03,Diop,Khadija,khadija.diop367@example.sn,Imprimante,Louga,Standard,1,1426,1103,0%,47286
2026-10-05,Ndiaye,Seydou,seydou.ndiaye194@example.sn,Smartphone,Kolda,Standard,9,754,934,0%,38138
2026-08-23,Dramé,Omar,omar.dramé297@example.sn,Laptop,Tambacounda,Premium,9,478,1094,0%,79894
2026-01-04,Dramé,Mariama,mariama.dramé71@example.sn,Smartphone,Fatick,Standard,6,191,722,0%,3843
2026-06-03,Ba,Awa,awa.ba892@example.sn,Smartphone,Ziguinchor,Premium,14,303,897,0%,75817
2026-01-29,Diallo,Seydou,seydou.diallo516@example.sn,Clavier,Tambacounda,Standard,9,825,206,0%,78745
2026-04-19,Ndiaye,Mariama,mariama.ndiaye471@example.sn,Souris,Fatick,Standard,2,365,439,5%,10260
2026-04-08,Cisse,Omar,omar.cisse39@example.sn,Ecran,Matam,Standard,9,1371,1161,0%,75130
2026-08-03,Dramé,Moussa,moussa.dramé918@example.sn,Imprimante,Dakar,Standard,13,1240,65,5%,40585
2026-10-20,Sow,Omar,omar.sow945@example.sn,Souris,Tambacounda,Standard,12,400,436,0%,34313
2026-03-16,Ba,Omar,omar.ba40@example.sn,Imprimante,Fatick,Standard,10,91,379,0%,31933
2026-11-22,Dramé,Omar,omar.dramé302@example.sn,Casque,Kaolack,Standard,5,451,344,0%,77154
2026-05-26,Ndiaye,Fatou,fatou.ndiaye182@example.sn,Laptop,Ziguinchor,Standard,12,440,308,0%,10732
2026-05-08,Fall,Khadija,khadija.fall623@example.sn,Souris,Thies,Standard,1,437,968,0%,2962
2026-12-07,Dramé,Omar,omar.dramé137@example.sn,Clavier,Tambacounda,Premium,4,1169,641,0%,74697
2026-02-11,Traore,Fatou,fatou.traore95@example.sn,Laptop,Ziguinchor,Standard,13,1040,822,0%,75818
2026-12-22,Fall,Mariama,mariama.fall324@example.sn,Imprimante,Kolda,Standard,18,227,369,0%,74631
2026-02-10,Dramé,Penda,penda.dramé37@example.sn,Tablette,Dakar,Standard,2,803,1113,0%,3763
2026-02-03,Gaye,Khadija,khadija.gaye131@example.sn,Casque,Saint-Louis,VIP,11,862,131,0%,58086
2026-01-17,Dramé,Mariama,mariama.dramé260@example.sn,Clavier,Kaolack,Standard,4,1360,190,0%,29003
2026-06-14,Diop,Amadou,amadou.diop582@example.sn,Smartphone,Kolda,Standard,18,528,1027,5%,28535
2026-06-02,Gaye,Seydou,seydou.gaye412@example.sn,Ecran,Thies,Premium,7,607,844,10%,81630
2026-03-17,Ndiaye,Awa,awa.ndiaye692@example.sn,Tablette,Fatick,Standard,9,487,574,0%,69788
2026-03-28,Sow,Amadou,amadou.sow452@example.sn,Smartphone,Kolda,Premium,2,1298,899,0%,38983
2026-04-27,Fall,Ibrahima,ibrahima.fall281@example.sn,Souris,Tambacounda,Standard,4,1078,846,10%,34841
2026-12-28,Cisse,Penda,penda.cisse846@example.sn,Ecran,Kaolack,Standard,14,827,495,0%,27055
2026-12-08,Ba,Ibrahima,ibrahima.ba821@example.sn,Laptop,Ziguinchor,Premium,17,159,1111,0%,37475
2026-01-27,Sow,Moussa,moussa.sow122@example.sn,Tablette,Tambacounda,Standard,1,1316,913,5%,31811
2026-11-09,Gaye,Moussa,moussa.gaye715@example.sn,Ecran,Kaolack,Premium,3,1224,382,0%,68209
2026-10-14,Ba,Omar,omar.ba403@example.sn,Ecran,Fatick,Standard,1,568,984,0%,47243
2026-05-14,Fall,Penda,penda.fall952@example.sn,Clavier,Matam,Premium,13,363,1197,0%,80305
2026-08-07,Cisse,Mariama,mariama.cisse28@example.sn,Smartphone,Matam,Standard,14,864,1018,0%,202
2026-06-17,Traore,Amadou,amadou.traore861@example.sn,Souris,Saint-Louis,Standard,12,909,685,0%,69597
2026-04-08,Traore,Penda,penda.traore614@example.sn,Smartphone,Thies,Standard,11,1350,587,0%,32820
2026-09-25,Cisse,Amadou,amadou.cisse738@example.sn,Laptop,Louga,Standard,18,208,451,0%,14169
2026-08-25,Ba,Awa,awa.ba474@example.sn,Laptop,Dakar,Standard,2,1050,55,0%,33969
2026-11-05,Ndiaye,Mariama,mariama.ndiaye700@example.sn,Souris,Kolda,Standard,3,204,622,0%,63005
2026-06-22,Ba,Ibrahima,ibrahima.ba918@example.sn,Casque,Fatick,Standard,4,974,650,0%,3552
2026-07-09,Dramé,Amadou,amadou.dramé200@example.sn,Imprimante,Matam,Standard,9,443,309,0%,58348
2026-05-02,Ba,Awa,awa.ba502@example.sn,Souris,Fatick,Standard,11,1145,668,10%,84382
2026-02-15,Ndiaye,Penda,penda.ndiaye921@example.sn,Imprimante,Ziguinchor,Standard,9,698,648,5%,43777
2026-03-05,Sow,Awa,awa.sow958@example.sn,Casque,Ziguinchor,VIP,17,921,1179,0%,80462
2026-05-10,Fall,Seydou,seydou.fall172@example.sn,Souris,Fatick,Standard,15,907,568,5%,962
2026-11-06,Ba,Awa,awa.ba621@example.sn,Souris,Fatick,Standard,9,150,159,0%,23906
2026-12-29,Fall,Awa,awa.fall708@example.sn,Laptop,Thies,Standard,7,1241,1189,10%,61600
2026-07-12,Gaye,Omar,omar.gaye304@example.sn,Imprimante,Thies,Standard,8,627,876,0%,28950
2026-11-03,Traore,Moussa,moussa.traore588@example.sn,Casque,Fatick,Premium,3,1008,410,0%,16484
2026-06-30,Traore,Ibrahima,ibrahima.traore82@example.sn,Souris,Ziguinchor,Standard,1,803,710,10%,52990
2026-10-19,Ndiaye,Seydou,seydou.ndiaye753@example.sn,Ecran,Thies,Standard,4,1315,170,0%,71852
2026-10-09,Gaye,Seydou,seydou.gaye710@example.sn,Smartphone,Dakar,VIP,17,1189,120,5%,67362
2026-01-29,Traore,Moussa,moussa.traore571@example.sn,Laptop,Kolda,Standard,1,321,691,0%,15719
2026-05-29,Ndiaye,Khadija,khadija.ndiaye318@example.sn,Ecran,Matam,Standard,4,1378,76,0%,34164
2026-09-24,Ba,Amadou,amadou.ba311@example.sn,Ecran,Thies,Standard,8,1111,332,10%,36544
2026-10-23,Gaye,Awa,awa.gaye317@example.sn,Tablette,Thies,Standard,17,744,606,10%,36738
2026-01-11,Dramé,Penda,penda.dramé133@example.sn,Laptop,Saint-Louis,Premium,12,1158,226,10%,46089
2026-06-13,Dramé,Awa,awa.dramé678@example.sn,Imprimante,Kaolack,VIP,16,1317,442,0%,78045
2026-04-23,Dramé,Penda,penda.dramé270@example.sn,Souris,Kolda,Premium,5,198,364,0%,79993
2026-07-06,Sow,Awa,awa.sow204@example.sn,Clavier,Louga,Premium,13,688,827,0%,43291
2026-10-22,Dramé,Seydou,seydou.dramé851@example.sn,Clavier,Saint-Louis,VIP,13,981,791,0%,60495
2026-08-20,Gaye,Khadija,khadija.gaye360@example.sn,Ecran,Matam,Premium,12,1392,331,0%,7683
2026-08-15,Diop,Moussa,moussa.diop852@example.sn,Ecran,Louga,Standard,3,347,593,10%,16500
2026-11-06,Traore,Mariama,mariama.traore777@example.sn,Laptop,Matam,Standard,12,120,1058,5%,21359
2026-04-08,Dramé,Fatou,fatou.dramé986@example.sn,Imprimante,Tambacounda,Standard,11,646,755,0%,63340
2026-02-24,Gaye,Ibrahima,ibrahima.gaye945@example.sn,Tablette,Thies,Standard,10,699,708,0%,76995
2026-04-21,Diallo,Mariama,mariama.diallo498@example.sn,Laptop,Matam,Standard,16,326,59,0%,66070
2026-06-01,Ba,Ibrahima,ibrahima.ba209@example.sn,Tablette,Ziguinchor,Premium,6,1186,750,0%,51559
2026-09-03,Sow,Amadou,amadou.sow893@example.sn,Souris,Tambacounda,Standard,17,1025,664,0%,12539
2026-03-10,Fall,Moussa,moussa.fall517@example.sn,Smartphone,Kaolack,Standard,13,624,180,0%,19350
2026-11-08,Ndiaye,Penda,penda.ndiaye907@example.sn,Smartphone,Saint-Louis,Standard,18,138,985,5%,78257
2026-10-16,Diallo,Mariama,mariama.diallo589@example.sn,Tablette,Kolda,Standard,12,126,913,0%,33358
2026-09-07,Diallo,Mariama,mariama.diallo455@example.sn,Ecran,Tambacounda,Standard,5,168,1066,0%,19200
2026-02-05,Sow,Ibrahima,ibrahima.sow89@example.sn,Casque,Fatick,Standard,16,867,139,0%,57879
2026-08-27,Ndiaye,Mariama,mariama.ndiaye754@example.sn,Smartphone,Fatick,Premium,3,332,1091,0%,72107
2026-05-28,Sow,Penda,penda.sow707@example.sn,Imprimante,Louga,Premium,16,278,836,0%,33265
2026-08-15,Dramé,Moussa,moussa.dramé626@example.sn,Clavier,Kolda,Standard,11,1209,432,0%,2412
2026-09-01,Fall,Amadou,amadou.fall478@example.sn,Laptop,Saint-Louis,Standard,14,463,721,5%,69324
2026-12-03,Ndiaye,Fatou,fatou.ndiaye846@example.sn,Souris,Dakar,Premium,13,172,454,10%,46584
2026-12-31,Gaye,Moussa,moussa.gaye451@example.sn,Casque,Fatick,Standard,11,79,151,5%,41893
2026-07-20,Traore,Omar,omar.traore940@example.sn,Ecran,Kolda,Standard,14,67,121,0%,20663
2026-06-03,Sow,Amadou,amadou.sow663@example.sn,Imprimante,Louga,Standard,10,72,56,0%,63666
2026-03-14,Fall,Mariama,mariama.fall920@example.sn,Clavier,Tambacounda,Standard,18,1111,948,0%,2333
2026-07-20,Ba,Penda,penda.ba911@example.sn,Imprimante,Thies,VIP,7,1321,48,0%,10067
2026-10-23,Diop,Khadija,khadija.diop281@example.sn,Laptop,Matam,Standard,18,1434,365,0%,14185
2026-01-17,Ba,Mariama,mariama.ba352@example.sn,Clavier,Kolda,Standard,2,1192,418,0%,17384
2026-05-09,Diop,Seydou,seydou.diop133@example.sn,Casque,Tambacounda,Standard,8,1017,122,0%,5956
2026-08-05,Cisse,Seydou,seydou.cisse232@example.sn,Tablette,Matam,Premium,15,509,291,0%,3957
2026-03-02,Gaye,Khadija,khadija.gaye499@example.sn,Laptop,Kolda,Standard,6,123,70,5%,29933
2026-04-14,Cisse,Fatou,fatou.cisse695@example.sn,Imprimante,Dakar,Standard,13,632,781,0%,35535
2026-02-11,Sow,Seydou,seydou.sow712@example.sn,Clavier,Saint-Louis,Standard,5,322,77,0%,27796
2026-01-25,Sow,Fatou,fatou.sow661@example.sn,Souris,Saint-Louis,Premium,3,1398,634,5%,30945
2026-02-08,Diop,Amadou,amadou.diop306@example.sn,Ecran,Kolda,Premium,15,1435,285,0%,14061
2026-10-18,Ndiaye,Khadija,khadija.ndiaye128@example.sn,Souris,Saint-Louis,VIP,9,997,574,0%,62185
2026-05-11,Fall,Fatou,fatou.fall796@example.sn,Clavier,Tambacounda,Standard,17,1214,248,5%,55877
2026-08-17,Dramé,Omar,omar.dramé85@example.sn,Ecran,Dakar,Standard,17,56,131,0%,34526
2026-04-18,Diallo,Fatou,fatou.diallo630@example.sn,Casque,Saint-Louis,Premium,13,777,931,0%,19077
2026-06-21,Sow,Awa,awa.sow640@example.sn,Casque,Thies,Premium,18,550,331,5%,47938
2026-04-12,Cisse,Amadou,amadou.cisse982@example.sn,Ecran,Kolda,Standard,5,1141,1043,0%,54008
2026-12-20,Cisse,Omar,omar.cisse890@example.sn,Souris,Dakar,Standard,13,479,1089,0%,29739
2026-01-12,Ba,Khadija,khadija.ba267@example.sn,Souris,Thies,Standard,7,596,457,0%,4834
2026-10-02,Gaye,Ibrahima,ibrahima.gaye541@example.sn,Ecran,Dakar,Standard,4,78,164,5%,45504
2026-04-11,Diop,Mariama,mariama.diop640@example.sn,Casque,Kolda,Premium,13,1429,606,0%,14259
2026-02-13,Diallo,Penda,penda.diallo360@example.sn,Tablette,Fatick,Standard,17,1107,345,0%,26014
2026-11-01,Diop,Seydou,seydou.diop658@example.sn,Smartphone,Dakar,Premium,8,1333,397,0%,82893
2026-01-17,Sow,Awa,awa.sow286@example.sn,Clavier,Tambacounda,Standard,3,911,268,0%,59458
2026-11-26,Traore,Awa,awa.traore264@example.sn,Imprimante,Louga,Standard,16,1386,726,0%,76539
2026-02-26,Diallo,Ibrahima,ibrahima.diallo273@example.sn,Tablette,Ziguinchor,Standard,2,1414,58,0%,36175
2026-11-07,Ba,Mariama,mariama.ba688@example.sn,Clavier,Tambacounda,Standard,1,499,234,5%,29133
2026-10-30,Cisse,Mariama,mariama.cisse686@example.sn,Souris,Ziguinchor,VIP,8,1477,261,0%,13957
2026-01-12,Ba,Seydou,seydou.ba38@example.sn,Imprimante,Kaolack,Standard,3,1063,937,0%,81416
2026-11-14,Sow,Fatou,fatou.sow476@example.sn,Tablette,Saint-Louis,Standard,17,674,884,0%,21259
2026-03-21,Traore,Khadija,khadija.traore44@example.sn,Souris,Matam,Standard,19,1079,651,0%,67882
2026-08-04,Dramé,Mariama,mariama.dramé758@example.sn,Ecran,Fatick,Standard,16,385,621,0%,29115
2026-12-05,Diallo,Mariama,mariama.diallo303@example.sn,Ecran,Ziguinchor,Standard,10,950,365,0%,60446
2026-09-21,Diop,Penda,penda.diop611@example.sn,Imprimante,Kolda,Standard,15,442,419,0%,81864
2026-05-29,Diallo,Omar,omar.diallo212@example.sn,Souris,Fatick,Standard,7,598,81,0%,47271
2026-03-22,Cisse,Omar,omar.cisse749@example.sn,Souris,Tambacounda,Standard,16,531,566,0%,71784
2026-08-03,Diop,Penda,penda.diop940@example.sn,Laptop,Thies,Standard,17,472,197,0%,47943
2026-07-17,Dramé,Moussa,moussa.dramé77@example.sn,Smartphone,Fatick,Standard,13,1312,961,0%,43029
2026-07-19,Dramé,Khadija,khadija.dramé140@example.sn,Souris,Fatick,Standard,10,1323,985,0%,21240
2026-01-25,Gaye,Mariama,mariama.gaye886@example.sn,Imprimante,Kaolack,VIP,9,296,380,5%,27772
2026-03-30,Diop,Seydou,seydou.diop120@example.sn,Clavier,Matam,Standard,7,601,544,5%,33487
2026-09-25,Fall,Khadija,khadija.fall533@example.sn,Casque,Kaolack,Standard,12,113,682,0%,20579
2026-05-23,Traore,Ibrahima,ibrahima.traore297@example.sn,Smartphone,Fatick,Standard,1,784,1192,5%,39616
2026-02-28,Fall,Awa,awa.fall696@example.sn,Clavier,Kaolack,Standard,16,1195,461,5%,82683
2026-12-31,Dramé,Mariama,mariama.dramé840@example.sn,Imprimante,Matam,Premium,4,692,1004,0%,3398
2026-01-26,Diop,Moussa,moussa.diop675@example.sn,Laptop,Saint-Louis,VIP,14,1198,857,0%,28081
2026-02-16,Gaye,Seydou,seydou.gaye52@example.sn,Souris,Thies,Standard,17,1435,31,0%,4073
2026-10-15,Diallo,Khadija,khadija.diallo884@example.sn,Clavier,Tambacounda,Standard,12,1109,995,0%,83311
2026-09-23,Diallo,Amadou,amadou.diallo726@example.sn,Clavier,Louga,Standard,15,157,576,0%,17226
2026-01-16,Diallo,Awa,awa.diallo693@example.sn,Clavier,Fatick,Standard,12,235,848,5%,80844
2026-07-18,Gaye,Mariama,mariama.gaye303@example.sn,Smartphone,Fatick,Premium,3,664,137,0%,56360
2026-10-09,Sow,Khadija,khadija.sow294@example.sn,Souris,Louga,Standard,10,68,654,0%,10243
2026-03-27,Diop,Khadija,khadija.diop832@example.sn,Clavier,Matam,Standard,17,961,85,0%,28120
2026-09-07,Fall,Seydou,seydou.fall573@example.sn,Casque,Louga,Standard,14,143,69,5%,9218
2026-09-27,Traore,Awa,awa.traore636@example.sn,Imprimante,Louga,VIP,13,1428,534,0%,29047
2026-12-01,Dramé,Omar,omar.dramé28@example.sn,Souris,Saint-Louis,Premium,13,177,1002,0%,21321
2026-04-27,Traore,Omar,omar.traore516@example.sn,Tablette,Thies,Premium,8,364,728,5%,15556
2026-01-07,Dramé,Amadou,amadou.dramé556@example.sn,Casque,Fatick,Standard,14,431,41,5%,84811
2026-05-17,Diop,Fatou,fatou.diop57@example.sn,Laptop,Louga,Premium,2,1471,264,10%,80459
2026-06-25,Diop,Penda,penda.diop754@example.sn,Ecran,Dakar,Standard,19,1315,945,5%,24116
2026-11-24,Ba,Mariama,mariama.ba228@example.sn,Smartphone,Thies,Standard,2,1225,453,0%,13774
2026-11-11,Fall,Seydou,seydou.fall631@example.sn,Imprimante,Thies,Standard,12,1492,304,5%,60756
2026-08-03,Cisse,Mariama,mariama.cisse775@example.sn,Tablette,Dakar,VIP,12,560,632,0%,5123
2026-03-23,Dramé,Seydou,seydou.dramé197@example.sn,Smartphone,Saint-Louis,Standard,19,521,1082,0%,77514
2026-08-11,Ndiaye,Omar,omar.ndiaye40@example.sn,Smartphone,Ziguinchor,Premium,16,1335,560,10%,52601
2026-04-13,Cisse,Seydou,seydou.cisse268@example.sn,Clavier,Kaolack,Standard,2,810,671,0%,71441
2026-09-30,Diallo,Awa,awa.diallo684@example.sn,Casque,Thies,Premium,8,751,453,5%,35946
2026-01-14,Traore,Fatou,fatou.traore353@example.sn,Tablette,Matam,Standard,2,553,478,0%,85275
2026-06-08,Diop,Amadou,amadou.diop317@example.sn,Clavier,Kolda,VIP,10,782,1131,5%,20152
2026-06-01,Ndiaye,Moussa,moussa.ndiaye80@example.sn,Imprimante,Matam,Standard,16,305,549,0%,10207
2026-04-18,Dramé,Omar,omar.dramé316@example.sn,Tablette,Fatick,Standard,7,341,1080,0%,70217
2026-07-07,Sow,Moussa,moussa.sow577@example.sn,Souris,Tambacounda,Standard,19,1358,955,0%,49889
2026-10-28,Dramé,Moussa,moussa.dramé108@example.sn,Souris,Thies,Standard,3,1214,694,0%,19190
2026-04-08,Traore,Ibrahima,ibrahima.traore30@example.sn,Casque,Louga,Standard,17,953,590,0%,53636
2026-05-11,Dramé,Fatou,fatou.dramé906@example.sn,Clavier,Kaolack,Standard,8,1362,897,5%,57437
2026-10-20,Dramé,Penda,penda.dramé629@example.sn,Tablette,Ziguinchor,Standard,4,812,643,0%,51391
2026-06-20,Gaye,Khadija,khadija.gaye574@example.sn,Ecran,Kolda,Premium,1,906,345,0%,26258
2026-07-02,Fall,Awa,awa.fall15@example.sn,Souris,Kolda,Standard,18,193,102,0%,30417
2026-12-30,Cisse,Seydou,seydou.cisse240@example.sn,Imprimante,Kaolack,Standard,1,134,1082,10%,30541
2026-02-08,Sow,Mariama,mariama.sow91@example.sn,Clavier,Matam,Standard,9,741,1179,5%,4753
2026-01-15,Diop,Penda,penda.diop967@example.sn,Smartphone,Ziguinchor,VIP,14,150,1157,10%,44274
2026-01-04,Dramé,Mariama,mariama.dramé226@example.sn,Souris,Kolda,Premium,7,1310,672,10%,2710
2026-12-15,Sow,Amadou,amadou.sow344@example.sn,Laptop,Thies,Standard,8,1491,1148,5%,70961
2026-07-29,Ba,Amadou,amadou.ba568@example.sn,Tablette,Kaolack,Premium,8,254,188,0%,67203
2026-06-10,Dramé,Awa,awa.dramé873@example.sn,Ecran,Saint-Louis,Standard,1,176,721,0%,10849
2026-01-16,Gaye,Seydou,seydou.gaye883@example.sn,Imprimante,Fatick,Standard,3,1006,165,0%,38923
2026-04-18,Gaye,Seydou,seydou.gaye762@example.sn,Souris,Thies,Standard,9,1024,264,5%,25884
2026-11-07,Ndiaye,Omar,omar.ndiaye699@example.sn,Casque,Saint-Louis,Premium,8,922,792,5%,78085
2026-08-15,Diallo,Seydou,seydou.diallo603@example.sn,Tablette,Kolda,VIP,5,356,311,0%,24471
2026-06-19,Traore,Khadija,khadija.traore808@example.sn,Laptop,Matam,VIP,1,309,428,5%,45653
2026-02-03,Cisse,Penda,penda.cisse713@example.sn,Tablette,Thies,Standard,2,226,490,10%,45818
2026-09-08,Ba,Penda,penda.ba934@example.sn,Tablette,Louga,Standard,10,776,213,0%,85392
2026-09-04,Traore,Mariama,mariama.traore664@example.sn,Souris,Saint-Louis,Standard,14,1278,627,0%,26655
2026-09-26,Traore,Ibrahima,ibrahima.traore835@example.sn,Tablette,Louga,Standard,15,249,151,0%,39000
2026-05-21,Ndiaye,Awa,awa.ndiaye800@example.sn,Casque,Ziguinchor,Standard,10,562,347,5%,56700
2026-10-01,Gaye,Awa,awa.gaye943@example.sn,Laptop,Tambacounda,Premium,9,1242,170,5%,83892
2026-04-06,Fall,Khadija,khadija.fall562@example.sn,Souris,Kaolack,Standard,12,483,587,0%,64281
2026-08-15,Sow,Seydou,seydou.sow468@example.sn,Laptop,Fatick,Standard,10,558,806,10%,10970
2026-02-08,Diop,Ibrahima,ibrahima.diop792@example.sn,Casque,Tambacounda,Standard,9,1337,373,0%,37574
2026-10-29,Fall,Omar,omar.fall96@example.sn,Imprimante,Fatick,VIP,18,628,948,0%,25114
2026-01-29,Fall,Omar,omar.fall524@example.sn,Tablette,Kaolack,Standard,19,167,41,10%,14215
2026-11-14,Diallo,Penda,penda.diallo732@example.sn,Imprimante,Saint-Louis,Standard,19,135,582,10%,36002
2026-09-02,Diallo,Khadija,khadija.diallo522@example.sn,Tablette,Kaolack,Standard,17,284,457,0%,30614
2026-08-24,Fall,Moussa,moussa.fall993@example.sn,Souris,Thies,Standard,2,371,552,10%,12637
2026-07-04,Gaye,Moussa,moussa.gaye596@example.sn,Laptop,Kaolack,Standard,10,307,688,0%,51727
2026-09-29,Traore,Seydou,seydou.traore487@example.sn,Tablette,Kaolack,Standard,5,1057,472,0%,36156
2026-08-24,Sow,Penda,penda.sow507@example.sn,Ecran,Ziguinchor,Standard,7,66,102,0%,76005
2026-08-27,Traore,Khadija,khadija.traore916@example.sn,Smartphone,Dakar,Standard,6,722,1191,0%,20861
2026-09-23,Traore,Moussa,moussa.traore965@example.sn,Imprimante,Thies,Premium,2,526,1086,0%,753
2026-12-25,Traore,Fatou,fatou.traore752@example.sn,Tablette,Matam,Premium,8,743,177,5%,52001
2026-12-06,Sow,Mariama,mariama.sow458@example.sn,Imprimante,Matam,Standard,4,1437,360,0%,1152
2026-03-06,Sow,Amadou,amadou.sow597@example.sn,Ecran,Matam,VIP,18,1322,378,0%,67051
2026-06-26,Ndiaye,Mariama,mariama.ndiaye269@example.sn,Imprimante,Ziguinchor,Premium,4,668,666,5%,77507
2026-01-03,Cisse,Amadou,amadou.cisse546@example.sn,Tablette,Matam,Standard,8,951,665,0%,73132
2026-05-22,Fall,Fatou,fatou.fall209@example.sn,Clavier,Kolda,Standard,17,997,1177,5%,4735
2026-06-07,Dramé,Fatou,fatou.dramé472@example.sn,Laptop,Kaolack,Standard,14,1174,777,10%,3385
2026-11-20,Ndiaye,Khadija,khadija.ndiaye948@example.sn,Laptop,Kaolack,Premium,8,862,860,5%,47824
2026-05-26,Ndiaye,Ibrahima,ibrahima.ndiaye103@example.sn,Ecran,Fatick,Standard,14,818,683,0%,8363
2026-10-20,Diop,Awa,awa.diop945@example.sn,Imprimante,Ziguinchor,Standard,8,897,83,0%,12589
2026-06-02,Dramé,Moussa,moussa.dramé361@example.sn,Smartphone,Tambacounda,Standard,14,868,455,0%,78844
2026-07-12,Diallo,Khadija,khadija.diallo117@example.sn,Smartphone,Dakar,Standard,11,444,963,0%,48509
2026-03-14,Diop,Ibrahima,ibrahima.diop364@example.sn,Smartphone,Matam,Premium,9,839,112,5%,36199
2026-11-01,Diallo,Awa,awa.diallo478@example.sn,Laptop,Kaolack,Premium,17,946,647,0%,85496
2026-12-10,Cisse,Khadija,khadija.cisse104@example.sn,Clavier,Matam,Standard,17,382,402,0%,27320
2026-05-20,Ba,Seydou,seydou.ba877@example.sn,Clavier,Thies,Standard,12,1122,869,0%,70309
2026-07-06,Diallo,Awa,awa.diallo100@example.sn,Casque,Kaolack,Standard,2,415,879,0%,44395
2026-10-20,Traore,Mariama,mariama.traore53@example.sn,Laptop,Thies,Standard,17,866,321,0%,8463
2026-03-02,Diallo,Awa,awa.diallo465@example.sn,Casque,Ziguinchor,Standard,11,555,1062,0%,43430
2026-07-17,Dramé,Mariama,mariama.dramé964@example.sn,Imprimante,Tambacounda,Premium,9,653,749,0%,60768
2026-10-22,Sow,Omar,omar.sow393@example.sn,Imprimante,Tambacounda,Standard,18,994,802,10%,666
2026-11-15,Dramé,Amadou,amadou.dramé32@example.sn,Tablette,Matam,Standard,6,1342,684,10%,24292
2026-10-29,Cisse,Mariama,mariama.cisse711@example.sn,Smartphone,Fatick,Standard,4,279,949,0%,45951
2026-12-10,Ndiaye,Fatou,fatou.ndiaye32@example.sn,Casque,Ziguinchor,Standard,14,911,540,0%,33647
2026-01-11,Traore,Seydou,seydou.traore243@example.sn,Souris,Fatick,Standard,10,277,1117,0%,13007
2026-03-03,Ba,Moussa,moussa.ba707@example.sn,Imprimante,Ziguinchor,Standard,4,1215,524,0%,16206
2026-11-29,Cisse,Omar,omar.cisse320@example.sn,Casque,Fatick,Standard,15,981,1033,0%,56911
2026-08-14,Ndiaye,Omar,omar.ndiaye426@example.sn,Laptop,Kaolack,Premium,9,745,1101,0%,59932
2026-06-02,Gaye,Penda,penda.gaye342@example.sn,Smartphone,Kaolack,Standard,12,1288,968,0%,31655
2026-07-18,Dramé,Khadija,khadija.dramé584@example.sn,Imprimante,Tambacounda,Standard,8,1119,371,0%,45968
2026-02-21,Cisse,Khadija,khadija.cisse112@example.sn,Smartphone,Kaolack,VIP,5,64,749,10%,8300
2026-09-17,Dramé,Khadija,khadija.dramé509@example.sn,Clavier,Matam,Standard,16,1416,473,0%,21814
2026-02-28,Ba,Awa,awa.ba837@example.sn,Casque,Dakar,Standard,15,185,292,0%,47715
2026-03-13,Ndiaye,Moussa,moussa.ndiaye492@example.sn,Clavier,Tambacounda,Standard,17,745,175,0%,8985
2026-05-28,Dramé,Amadou,amadou.dramé198@example.sn,Casque,Ziguinchor,Premium,1,1340,157,0%,22553
2026-12-15,Sow,Mariama,mariama.sow857@example.sn,Laptop,Tambacounda,Standard,12,760,803,0%,54517
2026-03-04,Diallo,Khadija,khadija.diallo469@example.sn,Laptop,Thies,Standard,19,734,654,5%,29976
2026-11-06,Diop,Omar,omar.diop198@example.sn,Tablette,Tambacounda,Standard,5,671,297,0%,21347
2026-08-31,Ba,Mariama,mariama.ba360@example.sn,Casque,Kaolack,Standard,15,1484,1003,5%,26793
2026-11-26,Diop,Moussa,moussa.diop590@example.sn,Imprimante,Ziguinchor,Standard,9,224,331,0%,36015
2026-04-17,Fall,Omar,omar.fall123@example.sn,Casque,Matam,Premium,3,550,1106,10%,67073
2026-08-14,Diallo,Fatou,fatou.diallo113@example.sn,Smartphone,Thies,Standard,12,1395,1115,0%,80488
2026-11-09,Ba,Moussa,moussa.ba629@example.sn,Ecran,Thies,Standard,19,925,938,0%,12891
2026-08-06,Cisse,Awa,awa.cisse517@example.sn,Smartphone,Thies,Standard,15,417,514,5%,1280
2026-08-29,Sow,Khadija,khadija.sow354@example.sn,Imprimante,Matam,Standard,3,1040,450,5%,34294
2026-09-16,Cisse,Ibrahima,ibrahima.cisse30@example.sn,Ecran,Saint-Louis,Standard,18,825,746,5%,291
